sale_id,sale_date,product_id,quantity,category,revenue,cost,profit
7230,2025-06-30,12,1,Sports,83.23,45.92,37.31
7231,2025-06-30,134,1,Sports,83.81,49.15,34.66
7232,2025-06-30,126,1,Home & Kitchen,108.45,55.71,52.74
7233,2025-06-30,1,2,Home & Kitchen,243.8,138.96,104.84
7234,2025-06-30,90,1,Apparel,82.27,40.87,41.4
7235,2025-06-30,86,1,Apparel,59.33,32.3,27.03
7236,2025-06-30,15,1,Sports,126.82,71.42,55.4
7237,2025-06-30,73,1,Apparel,56.81,28.87,27.94
7238,2025-06-30,56,1,Beauty,20.65,10.69,9.96
7239,2025-06-30,87,1,Beauty,51.4,28.76,22.64
7240,2025-06-30,38,3,Electronics,1330.74,538.29,792.45
7241,2025-06-30,117,2,Apparel,104.22,52.08,52.14
7242,2025-06-30,115,2,Electronics,1225.42,683.62,541.8
7243,2025-06-30,103,1,Electronics,569.26,234.16,335.1
7244,2025-07-01,68,1,Sports,30.27,14.89,15.38
7245,2025-07-01,74,1,Apparel,24.32,13.63,10.69
7246,2025-07-01,10,1,Apparel,82.88,48.91,33.97
7247,2025-07-01,39,1,Apparel,66.41,29.07,37.34
7248,2025-07-01,56,1,Beauty,20.65,10.69,9.96
7249,2025-07-01,92,2,Electronics,1238.28,772.26,466.02
7250,2025-07-01,46,1,Beauty,44.37,19.55,24.82
7251,2025-07-01,56,1,Beauty,20.65,10.69,9.96
7252,2025-07-01,76,2,Home & Kitchen,297.02,127.8,169.22
7253,2025-07-01,44,1,Home & Kitchen,102.5,49.84,52.66
7254,2025-07-01,44,3,Home & Kitchen,307.5,149.52,157.98
7255,2025-07-01,123,1,Electronics,111.95,56.68,55.27
7256,2025-07-01,119,1,Home & Kitchen,144.65,91.64,53.01
7257,2025-07-01,91,1,Home & Kitchen,138.13,56.15,81.98
7258,2025-07-01,149,1,Apparel,46.8,24.94,21.86
7259,2025-07-01,23,1,Home & Kitchen,122.65,73.51,49.14
7260,2025-07-01,64,2,Sports,33.5,16.94,16.56
7261,2025-07-01,107,1,Beauty,48.76,23.6,25.16
7262,2025-07-01,141,1,Home & Kitchen,127.82,56.22,71.6
7263,2025-07-01,139,1,Home & Kitchen,13.27,7.12,6.15
7264,2025-07-01,97,1,Apparel,49.94,26.77,23.17
7265,2025-07-01,148,1,Electronics,618.52,317.55,300.97
7266,2025-07-01,79,1,Electronics,596.91,275.22,321.69
7267,2025-07-01,21,2,Beauty,54.14,24.78,29.36
7268,2025-07-01,135,3,Home & Kitchen,186.21,88.14,98.07
7269,2025-07-01,148,1,Electronics,618.52,317.55,300.97
7270,2025-07-01,20,1,Beauty,29.99,14.29,15.7
7271,2025-07-01,59,2,Electronics,666.3,292.12,374.18
7272,2025-07-01,38,1,Electronics,443.58,179.43,264.15
7273,2025-07-01,37,1,Electronics,567.89,337.79,230.1
7274,2025-07-01,100,1,Electronics,253.6,142.04,111.56
7275,2025-07-01,110,1,Electronics,418.76,253.01,165.75
7276,2025-07-01,36,1,Home & Kitchen,66.83,33.95,32.88
7277,2025-07-01,68,1,Sports,30.27,14.89,15.38
7278,2025-07-01,8,1,Apparel,39.51,19.84,19.67
7279,2025-07-01,47,1,Beauty,57.98,28.89,29.09
7280,2025-07-02,36,1,Home & Kitchen,66.83,33.95,32.88
7281,2025-07-02,64,1,Sports,16.75,8.47,8.28
7282,2025-07-02,147,1,Electronics,297.88,135.92,161.96
7283,2025-07-02,34,2,Sports,330.1,157.12,172.98
7284,2025-07-02,104,3,Beauty,166.68,91.44,75.24
7285,2025-07-02,21,2,Beauty,54.14,24.78,29.36
7286,2025-07-02,97,1,Apparel,49.94,26.77,23.17
7287,2025-07-02,113,1,Sports,151.34,83.36,67.98
7288,2025-07-02,17,1,Home & Kitchen,94.05,58.74,35.31
7289,2025-07-02,64,1,Sports,16.75,8.47,8.28
7290,2025-07-02,25,1,Electronics,344.03,144.56,199.47
7291,2025-07-02,4,1,Sports,166.63,73.93,92.7
7292,2025-07-02,4,3,Sports,499.89,221.79,278.1
7293,2025-07-02,96,1,Apparel,26.23,13.32,12.91
7294,2025-07-02,82,1,Apparel,69.76,40.64,29.12
7295,2025-07-02,44,2,Home & Kitchen,205.0,99.68,105.32
7296,2025-07-02,1,1,Home & Kitchen,121.9,69.48,52.42
7297,2025-07-02,90,1,Apparel,82.27,40.87,41.4
7298,2025-07-02,42,1,Apparel,58.34,29.79,28.55
7299,2025-07-02,112,1,Home & Kitchen,93.41,42.45,50.96
7300,2025-07-02,118,1,Apparel,47.57,19.4,28.17
7301,2025-07-02,76,1,Home & Kitchen,148.51,63.9,84.61
7302,2025-07-02,63,1,Electronics,538.56,242.66,295.9
7303,2025-07-02,23,1,Home & Kitchen,122.65,73.51,49.14
7304,2025-07-02,141,1,Home & Kitchen,127.82,56.22,71.6
7305,2025-07-02,45,3,Apparel,113.37,53.4,59.97
7306,2025-07-02,41,1,Apparel,77.17,44.22,32.95
7307,2025-07-02,4,1,Sports,166.63,73.93,92.7
7308,2025-07-02,128,1,Electronics,758.09,475.99,282.1
7309,2025-07-02,10,2,Apparel,165.76,97.82,67.94
7310,2025-07-02,100,2,Electronics,507.2,284.08,223.12
7311,2025-07-02,61,2,Beauty,15.92,7.72,8.2
7312,2025-07-02,140,1,Apparel,61.96,39.39,22.57
7313,2025-07-02,125,1,Sports,41.86,23.08,18.78
7314,2025-07-02,121,1,Home & Kitchen,142.49,70.1,72.39
7315,2025-07-02,46,1,Beauty,44.37,19.55,24.82
7316,2025-07-02,56,2,Beauty,41.3,21.38,19.92
7317,2025-07-02,39,1,Apparel,66.41,29.07,37.34
7318,2025-07-03,84,2,Electronics,475.12,278.22,196.9
7319,2025-07-03,113,1,Sports,151.34,83.36,67.98
7320,2025-07-03,148,1,Electronics,618.52,317.55,300.97
7321,2025-07-03,43,1,Beauty,5.12,2.91,2.21
7322,2025-07-03,41,1,Apparel,77.17,44.22,32.95
7323,2025-07-03,116,3,Electronics,325.11,166.5,158.61
7324,2025-07-03,139,1,Home & Kitchen,13.27,7.12,6.15
7325,2025-07-03,98,1,Beauty,54.56,31.42,23.14
7326,2025-07-03,141,2,Home & Kitchen,255.64,112.44,143.2
7327,2025-07-03,101,1,Apparel,89.99,47.95,42.04
7328,2025-07-03,18,2,Home & Kitchen,270.0,159.8,110.2
7329,2025-07-03,125,1,Sports,41.86,23.08,18.78
7330,2025-07-03,81,2,Home & Kitchen,45.08,21.82,23.26
7331,2025-07-03,10,2,Apparel,165.76,97.82,67.94
7332,2025-07-03,103,3,Electronics,1707.78,702.48,1005.3
7333,2025-07-03,150,2,Sports,252.86,162.74,90.12
7334,2025-07-03,93,1,Apparel,42.54,19.27,23.27
7335,2025-07-03,46,1,Beauty,44.37,19.55,24.82
7336,2025-07-03,31,1,Sports,156.63,76.33,80.3
7337,2025-07-03,79,1,Electronics,596.91,275.22,321.69
7338,2025-07-03,10,1,Apparel,82.88,48.91,33.97
7339,2025-07-03,66,1,Sports,37.59,23.93,13.66
7340,2025-07-03,141,1,Home & Kitchen,127.82,56.22,71.6
7341,2025-07-03,3,1,Home & Kitchen,52.32,29.61,22.71
7342,2025-07-03,122,1,Home & Kitchen,139.07,84.24,54.83
7343,2025-07-03,83,2,Apparel,60.24,36.02,24.22
7344,2025-07-03,37,1,Electronics,567.89,337.79,230.1
7345,2025-07-03,7,1,Electronics,261.53,142.68,118.85
7346,2025-07-03,47,1,Beauty,57.98,28.89,29.09
7347,2025-07-03,70,1,Home & Kitchen,94.87,40.66,54.21
7348,2025-07-03,117,1,Apparel,52.11,26.04,26.07
7349,2025-07-04,52,1,Electronics,603.93,345.43,258.5
7350,2025-07-04,63,1,Electronics,538.56,242.66,295.9
7351,2025-07-04,116,1,Electronics,108.37,55.5,52.87
7352,2025-07-04,6,1,Sports,104.23,64.2,40.03
7353,2025-07-04,144,3,Home & Kitchen,174.57,112.41,62.16
7354,2025-07-04,22,3,Electronics,1281.18,555.72,725.46
7355,2025-07-04,123,1,Electronics,111.95,56.68,55.27
7356,2025-07-04,119,1,Home & Kitchen,144.65,91.64,53.01
7357,2025-07-04,43,1,Beauty,5.12,2.91,2.21
7358,2025-07-04,14,1,Beauty,46.66,23.31,23.35
7359,2025-07-04,148,1,Electronics,618.52,317.55,300.97
7360,2025-07-04,122,1,Home & Kitchen,139.07,84.24,54.83
7361,2025-07-04,125,1,Sports,41.86,23.08,18.78
7362,2025-07-04,84,1,Electronics,237.56,139.11,98.45
7363,2025-07-04,88,2,Apparel,109.14,53.48,55.66
7364,2025-07-04,132,1,Sports,79.43,38.0,41.43
7365,2025-07-04,54,1,Sports,92.24,51.84,40.4
7366,2025-07-04,144,1,Home & Kitchen,58.19,37.47,20.72
7367,2025-07-04,59,1,Electronics,333.15,146.06,187.09
7368,2025-07-04,122,1,Home & Kitchen,139.07,84.24,54.83
7369,2025-07-04,64,1,Sports,16.75,8.47,8.28
7370,2025-07-04,133,1,Beauty,29.21,12.94,16.27
7371,2025-07-04,68,1,Sports,30.27,14.89,15.38
7372,2025-07-04,99,1,Apparel,23.0,12.29,10.71
7373,2025-07-04,85,1,Electronics,707.06,458.4,248.66
7374,2025-07-04,110,1,Electronics,418.76,253.01,165.75
7375,2025-07-04,33,2,Home & Kitchen,175.22,98.2,77.02
7376,2025-07-04,129,1,Electronics,290.32,149.04,141.28
7377,2025-07-04,148,1,Electronics,618.52,317.55,300.97
7378,2025-07-04,142,1,Electronics,247.92,113.75,134.17
7379,2025-07-04,33,1,Home & Kitchen,87.61,49.1,38.51
7380,2025-07-04,127,1,Sports,134.79,59.59,75.2
7381,2025-07-04,128,1,Electronics,758.09,475.99,282.1
7382,2025-07-04,143,1,Apparel,89.3,54.57,34.73
7383,2025-07-04,116,1,Electronics,108.37,55.5,52.87
7384,2025-07-04,94,1,Beauty,42.41,25.94,16.47
7385,2025-07-04,71,1,Sports,29.65,13.78,15.87
7386,2025-07-04,91,1,Home & Kitchen,138.13,56.15,81.98
7387,2025-07-04,82,1,Apparel,69.76,40.64,29.12
7388,2025-07-04,18,1,Home & Kitchen,135.0,79.9,55.1
7389,2025-07-04,56,1,Beauty,20.65,10.69,9.96
7390,2025-07-04,59,1,Electronics,333.15,146.06,187.09
7391,2025-07-04,54,1,Sports,92.24,51.84,40.4
7392,2025-07-04,122,1,Home & Kitchen,139.07,84.24,54.83
7393,2025-07-04,16,2,Apparel,170.58,90.56,80.02
7394,2025-07-05,114,1,Home & Kitchen,82.02,39.64,42.38
7395,2025-07-05,57,3,Home & Kitchen,129.99,71.7,58.29
7396,2025-07-05,69,1,Home & Kitchen,116.0,47.74,68.26
7397,2025-07-05,124,1,Sports,36.53,19.43,17.1
7398,2025-07-05,28,1,Beauty,17.99,10.34,7.65
7399,2025-07-05,143,1,Apparel,89.3,54.57,34.73
7400,2025-07-05,37,1,Electronics,567.89,337.79,230.1
7401,2025-07-05,76,1,Home & Kitchen,148.51,63.9,84.61
7402,2025-07-05,22,1,Electronics,427.06,185.24,241.82
7403,2025-07-05,147,1,Electronics,297.88,135.92,161.96
7404,2025-07-05,89,1,Home & Kitchen,135.52,85.06,50.46
7405,2025-07-05,96,1,Apparel,26.23,13.32,12.91
7406,2025-07-05,122,1,Home & Kitchen,139.07,84.24,54.83
7407,2025-07-05,18,1,Home & Kitchen,135.0,79.9,55.1
7408,2025-07-05,27,1,Home & Kitchen,35.09,21.49,13.6
7409,2025-07-05,15,1,Sports,126.82,71.42,55.4
7410,2025-07-05,10,2,Apparel,165.76,97.82,67.94
7411,2025-07-05,38,1,Electronics,443.58,179.43,264.15
7412,2025-07-05,107,1,Beauty,48.76,23.6,25.16
7413,2025-07-05,125,3,Sports,125.58,69.24,56.34
7414,2025-07-05,75,2,Electronics,1374.64,863.94,510.7
7415,2025-07-05,42,3,Apparel,175.02,89.37,85.65
7416,2025-07-05,3,1,Home & Kitchen,52.32,29.61,22.71
7417,2025-07-05,91,1,Home & Kitchen,138.13,56.15,81.98
7418,2025-07-05,46,1,Beauty,44.37,19.55,24.82
7419,2025-07-05,100,1,Electronics,253.6,142.04,111.56
7420,2025-07-05,34,1,Sports,165.05,78.56,86.49
7421,2025-07-05,48,1,Beauty,17.58,8.48,9.1
7422,2025-07-05,149,2,Apparel,93.6,49.88,43.72
7423,2025-07-05,11,2,Home & Kitchen,94.76,39.92,54.84
7424,2025-07-05,82,1,Apparel,69.76,40.64,29.12
7425,2025-07-05,13,1,Electronics,351.12,211.06,140.06
7426,2025-07-05,95,1,Home & Kitchen,147.57,60.51,87.06
7427,2025-07-05,49,1,Apparel,83.86,46.51,37.35
7428,2025-07-05,53,2,Home & Kitchen,90.98,52.44,38.54
7429,2025-07-05,136,2,Sports,33.18,20.58,12.6
7430,2025-07-05,145,1,Apparel,23.38,13.88,9.5
7431,2025-07-05,63,2,Electronics,1077.12,485.32,591.8
7432,2025-07-05,69,2,Home & Kitchen,232.0,95.48,136.52
7433,2025-07-05,21,2,Beauty,54.14,24.78,29.36
7434,2025-07-05,78,1,Sports,66.3,32.27,34.03
7435,2025-07-05,54,3,Sports,276.72,155.52,121.2
7436,2025-07-05,34,1,Sports,165.05,78.56,86.49
7437,2025-07-05,18,1,Home & Kitchen,135.0,79.9,55.1
7438,2025-07-05,36,1,Home & Kitchen,66.83,33.95,32.88
7439,2025-07-05,141,2,Home & Kitchen,255.64,112.44,143.2
7440,2025-07-05,135,1,Home & Kitchen,62.07,29.38,32.69
7441,2025-07-05,126,1,Home & Kitchen,108.45,55.71,52.74
7442,2025-07-06,62,1,Home & Kitchen,32.61,16.07,16.54
7443,2025-07-06,70,1,Home & Kitchen,94.87,40.66,54.21
7444,2025-07-06,39,1,Apparel,66.41,29.07,37.34
7445,2025-07-06,111,1,Sports,92.07,38.14,53.93
7446,2025-07-06,72,1,Home & Kitchen,119.14,70.44,48.7
7447,2025-07-06,50,1,Beauty,32.59,13.33,19.26
7448,2025-07-06,81,1,Home & Kitchen,22.54,10.91,11.63
7449,2025-07-06,6,1,Sports,104.23,64.2,40.03
7450,2025-07-06,93,1,Apparel,42.54,19.27,23.27
7451,2025-07-06,48,1,Beauty,17.58,8.48,9.1
7452,2025-07-06,142,2,Electronics,495.84,227.5,268.34
7453,2025-07-06,56,1,Beauty,20.65,10.69,9.96
7454,2025-07-06,91,1,Home & Kitchen,138.13,56.15,81.98
7455,2025-07-06,92,1,Electronics,619.14,386.13,233.01
7456,2025-07-06,138,2,Home & Kitchen,87.46,44.44,43.02
7457,2025-07-06,131,1,Sports,180.56,90.59,89.97
7458,2025-07-06,119,1,Home & Kitchen,144.65,91.64,53.01
7459,2025-07-06,142,1,Electronics,247.92,113.75,134.17
7460,2025-07-06,91,1,Home & Kitchen,138.13,56.15,81.98
7461,2025-07-06,15,1,Sports,126.82,71.42,55.4
7462,2025-07-06,119,1,Home & Kitchen,144.65,91.64,53.01
7463,2025-07-06,44,2,Home & Kitchen,205.0,99.68,105.32
7464,2025-07-06,38,1,Electronics,443.58,179.43,264.15
7465,2025-07-06,96,2,Apparel,52.46,26.64,25.82
7466,2025-07-06,24,3,Home & Kitchen,428.28,244.83,183.45
7467,2025-07-06,106,1,Sports,69.03,37.72,31.31
7468,2025-07-06,32,2,Sports,221.04,117.32,103.72
7469,2025-07-06,65,1,Electronics,757.66,462.95,294.71
7470,2025-07-06,21,1,Beauty,27.07,12.39,14.68
7471,2025-07-06,11,1,Home & Kitchen,47.38,19.96,27.42
7472,2025-07-06,96,1,Apparel,26.23,13.32,12.91
7473,2025-07-06,28,1,Beauty,17.99,10.34,7.65
7474,2025-07-06,12,1,Sports,83.23,45.92,37.31
7475,2025-07-06,27,1,Home & Kitchen,35.09,21.49,13.6
7476,2025-07-06,90,1,Apparel,82.27,40.87,41.4
7477,2025-07-06,45,1,Apparel,37.79,17.8,19.99
7478,2025-07-06,144,1,Home & Kitchen,58.19,37.47,20.72
7479,2025-07-06,127,1,Sports,134.79,59.59,75.2
7480,2025-07-06,4,2,Sports,333.26,147.86,185.4
7481,2025-07-06,8,1,Apparel,39.51,19.84,19.67
7482,2025-07-06,100,1,Electronics,253.6,142.04,111.56
7483,2025-07-06,33,1,Home & Kitchen,87.61,49.1,38.51
7484,2025-07-06,71,1,Sports,29.65,13.78,15.87
7485,2025-07-06,61,1,Beauty,7.96,3.86,4.1
7486,2025-07-06,23,1,Home & Kitchen,122.65,73.51,49.14
7487,2025-07-06,7,1,Electronics,261.53,142.68,118.85
7488,2025-07-06,138,1,Home & Kitchen,43.73,22.22,21.51
7489,2025-07-06,39,1,Apparel,66.41,29.07,37.34
7490,2025-07-06,129,1,Electronics,290.32,149.04,141.28
7491,2025-07-06,81,1,Home & Kitchen,22.54,10.91,11.63
7492,2025-07-06,79,2,Electronics,1193.82,550.44,643.38
7493,2025-07-06,74,1,Apparel,24.32,13.63,10.69
7494,2025-07-06,123,1,Electronics,111.95,56.68,55.27
7495,2025-07-06,19,1,Apparel,72.65,45.18,27.47
7496,2025-07-06,102,1,Beauty,37.1,17.91,19.19
7497,2025-07-06,118,1,Apparel,47.57,19.4,28.17
7498,2025-07-07,24,1,Home & Kitchen,142.76,81.61,61.15
7499,2025-07-07,109,1,Sports,86.15,38.6,47.55
7500,2025-07-07,97,1,Apparel,49.94,26.77,23.17
7501,2025-07-07,19,1,Apparel,72.65,45.18,27.47
7502,2025-07-07,21,1,Beauty,27.07,12.39,14.68
7503,2025-07-07,83,1,Apparel,30.12,18.01,12.11
7504,2025-07-07,139,1,Home & Kitchen,13.27,7.12,6.15
7505,2025-07-07,113,2,Sports,302.68,166.72,135.96
7506,2025-07-07,61,1,Beauty,7.96,3.86,4.1
7507,2025-07-07,84,1,Electronics,237.56,139.11,98.45
7508,2025-07-07,126,1,Home & Kitchen,108.45,55.71,52.74
7509,2025-07-07,109,1,Sports,86.15,38.6,47.55
7510,2025-07-07,128,1,Electronics,758.09,475.99,282.1
7511,2025-07-07,53,1,Home & Kitchen,45.49,26.22,19.27
7512,2025-07-07,62,1,Home & Kitchen,32.61,16.07,16.54
7513,2025-07-07,24,1,Home & Kitchen,142.76,81.61,61.15
7514,2025-07-07,112,2,Home & Kitchen,186.82,84.9,101.92
7515,2025-07-07,9,2,Apparel,159.62,100.82,58.8
7516,2025-07-07,10,1,Apparel,82.88,48.91,33.97
7517,2025-07-07,9,2,Apparel,159.62,100.82,58.8
7518,2025-07-07,44,1,Home & Kitchen,102.5,49.84,52.66
7519,2025-07-07,42,1,Apparel,58.34,29.79,28.55
7520,2025-07-07,126,1,Home & Kitchen,108.45,55.71,52.74
7521,2025-07-07,7,2,Electronics,523.06,285.36,237.7
7522,2025-07-07,93,1,Apparel,42.54,19.27,23.27
7523,2025-07-07,138,1,Home & Kitchen,43.73,22.22,21.51
7524,2025-07-07,53,1,Home & Kitchen,45.49,26.22,19.27
7525,2025-07-07,64,2,Sports,33.5,16.94,16.56
7526,2025-07-07,94,1,Beauty,42.41,25.94,16.47
7527,2025-07-07,18,1,Home & Kitchen,135.0,79.9,55.1
7528,2025-07-07,11,1,Home & Kitchen,47.38,19.96,27.42
7529,2025-07-07,125,3,Sports,125.58,69.24,56.34
7530,2025-07-07,90,1,Apparel,82.27,40.87,41.4
7531,2025-07-07,142,1,Electronics,247.92,113.75,134.17
7532,2025-07-07,53,2,Home & Kitchen,90.98,52.44,38.54
7533,2025-07-07,6,1,Sports,104.23,64.2,40.03
7534,2025-07-07,114,1,Home & Kitchen,82.02,39.64,42.38
7535,2025-07-08,13,1,Electronics,351.12,211.06,140.06
7536,2025-07-08,125,2,Sports,83.72,46.16,37.56
7537,2025-07-08,109,2,Sports,172.3,77.2,95.1
7538,2025-07-08,44,1,Home & Kitchen,102.5,49.84,52.66
7539,2025-07-08,58,1,Beauty,23.81,13.53,10.28
7540,2025-07-08,110,1,Electronics,418.76,253.01,165.75
7541,2025-07-08,71,1,Sports,29.65,13.78,15.87
7542,2025-07-08,9,1,Apparel,79.81,50.41,29.4
7543,2025-07-08,36,3,Home & Kitchen,200.49,101.85,98.64
7544,2025-07-08,93,1,Apparel,42.54,19.27,23.27
7545,2025-07-08,117,1,Apparel,52.11,26.04,26.07
7546,2025-07-08,72,1,Home & Kitchen,119.14,70.44,48.7
7547,2025-07-08,133,1,Beauty,29.21,12.94,16.27
7548,2025-07-08,95,1,Home & Kitchen,147.57,60.51,87.06
7549,2025-07-08,105,1,Apparel,32.04,15.26,16.78
7550,2025-07-08,21,2,Beauty,54.14,24.78,29.36
7551,2025-07-08,135,1,Home & Kitchen,62.07,29.38,32.69
7552,2025-07-08,57,1,Home & Kitchen,43.33,23.9,19.43
7553,2025-07-08,135,2,Home & Kitchen,124.14,58.76,65.38
7554,2025-07-08,79,1,Electronics,596.91,275.22,321.69
7555,2025-07-08,62,2,Home & Kitchen,65.22,32.14,33.08
7556,2025-07-08,5,1,Apparel,16.08,9.53,6.55
7557,2025-07-08,18,3,Home & Kitchen,405.0,239.7,165.3
7558,2025-07-08,60,2,Home & Kitchen,170.96,100.18,70.78
7559,2025-07-08,95,1,Home & Kitchen,147.57,60.51,87.06
7560,2025-07-08,43,1,Beauty,5.12,2.91,2.21
7561,2025-07-08,11,1,Home & Kitchen,47.38,19.96,27.42
7562,2025-07-08,104,2,Beauty,111.12,60.96,50.16
7563,2025-07-08,108,1,Apparel,55.99,27.29,28.7
7564,2025-07-08,40,3,Sports,530.49,266.85,263.64
7565,2025-07-08,41,1,Apparel,77.17,44.22,32.95
7566,2025-07-08,124,2,Sports,73.06,38.86,34.2
7567,2025-07-08,41,1,Apparel,77.17,44.22,32.95
7568,2025-07-08,46,1,Beauty,44.37,19.55,24.82
7569,2025-07-08,83,1,Apparel,30.12,18.01,12.11
7570,2025-07-08,20,1,Beauty,29.99,14.29,15.7
7571,2025-07-08,123,1,Electronics,111.95,56.68,55.27
7572,2025-07-08,121,2,Home & Kitchen,284.98,140.2,144.78
7573,2025-07-08,79,1,Electronics,596.91,275.22,321.69
7574,2025-07-08,109,2,Sports,172.3,77.2,95.1
7575,2025-07-08,48,2,Beauty,35.16,16.96,18.2
7576,2025-07-08,139,1,Home & Kitchen,13.27,7.12,6.15
7577,2025-07-08,16,1,Apparel,85.29,45.28,40.01
7578,2025-07-08,125,2,Sports,83.72,46.16,37.56
7579,2025-07-09,69,1,Home & Kitchen,116.0,47.74,68.26
7580,2025-07-09,52,1,Electronics,603.93,345.43,258.5
7581,2025-07-09,134,1,Sports,83.81,49.15,34.66
7582,2025-07-09,132,1,Sports,79.43,38.0,41.43
7583,2025-07-09,53,1,Home & Kitchen,45.49,26.22,19.27
7584,2025-07-09,79,2,Electronics,1193.82,550.44,643.38
7585,2025-07-09,39,1,Apparel,66.41,29.07,37.34
7586,2025-07-09,150,2,Sports,252.86,162.74,90.12
7587,2025-07-09,97,2,Apparel,99.88,53.54,46.34
7588,2025-07-09,13,1,Electronics,351.12,211.06,140.06
7589,2025-07-09,93,3,Apparel,127.62,57.81,69.81
7590,2025-07-09,79,2,Electronics,1193.82,550.44,643.38
7591,2025-07-09,100,1,Electronics,253.6,142.04,111.56
7592,2025-07-09,33,2,Home & Kitchen,175.22,98.2,77.02
7593,2025-07-09,57,1,Home & Kitchen,43.33,23.9,19.43
7594,2025-07-09,119,1,Home & Kitchen,144.65,91.64,53.01
7595,2025-07-09,55,1,Apparel,25.9,10.77,15.13
7596,2025-07-09,41,1,Apparel,77.17,44.22,32.95
7597,2025-07-09,75,1,Electronics,687.32,431.97,255.35
7598,2025-07-09,65,1,Electronics,757.66,462.95,294.71
7599,2025-07-09,10,1,Apparel,82.88,48.91,33.97
7600,2025-07-09,122,1,Home & Kitchen,139.07,84.24,54.83
7601,2025-07-09,76,1,Home & Kitchen,148.51,63.9,84.61
7602,2025-07-09,62,1,Home & Kitchen,32.61,16.07,16.54
7603,2025-07-09,139,2,Home & Kitchen,26.54,14.24,12.3
7604,2025-07-09,66,1,Sports,37.59,23.93,13.66
7605,2025-07-09,149,2,Apparel,93.6,49.88,43.72
7606,2025-07-09,150,2,Sports,252.86,162.74,90.12
7607,2025-07-09,18,1,Home & Kitchen,135.0,79.9,55.1
7608,2025-07-09,88,1,Apparel,54.57,26.74,27.83
7609,2025-07-09,138,1,Home & Kitchen,43.73,22.22,21.51
7610,2025-07-09,92,1,Electronics,619.14,386.13,233.01
7611,2025-07-09,124,1,Sports,36.53,19.43,17.1
7612,2025-07-09,1,2,Home & Kitchen,243.8,138.96,104.84
7613,2025-07-09,115,2,Electronics,1225.42,683.62,541.8
7614,2025-07-09,31,1,Sports,156.63,76.33,80.3
7615,2025-07-09,118,2,Apparel,95.14,38.8,56.34
7616,2025-07-09,15,1,Sports,126.82,71.42,55.4
7617,2025-07-09,18,1,Home & Kitchen,135.0,79.9,55.1
7618,2025-07-09,63,1,Electronics,538.56,242.66,295.9
7619,2025-07-09,109,2,Sports,172.3,77.2,95.1
7620,2025-07-09,11,1,Home & Kitchen,47.38,19.96,27.42
7621,2025-07-09,37,1,Electronics,567.89,337.79,230.1
7622,2025-07-09,134,1,Sports,83.81,49.15,34.66
7623,2025-07-09,120,1,Apparel,63.86,25.6,38.26
7624,2025-07-09,76,2,Home & Kitchen,297.02,127.8,169.22
7625,2025-07-09,149,1,Apparel,46.8,24.94,21.86
7626,2025-07-09,10,1,Apparel,82.88,48.91,33.97
7627,2025-07-09,88,1,Apparel,54.57,26.74,27.83
7628,2025-07-09,106,1,Sports,69.03,37.72,31.31
7629,2025-07-09,136,1,Sports,16.59,10.29,6.3
7630,2025-07-10,16,1,Apparel,85.29,45.28,40.01
7631,2025-07-10,91,1,Home & Kitchen,138.13,56.15,81.98
7632,2025-07-10,140,1,Apparel,61.96,39.39,22.57
7633,2025-07-10,107,2,Beauty,97.52,47.2,50.32
7634,2025-07-10,36,1,Home & Kitchen,66.83,33.95,32.88
7635,2025-07-10,105,2,Apparel,64.08,30.52,33.56
7636,2025-07-10,141,1,Home & Kitchen,127.82,56.22,71.6
7637,2025-07-10,132,1,Sports,79.43,38.0,41.43
7638,2025-07-10,129,2,Electronics,580.64,298.08,282.56
7639,2025-07-10,102,1,Beauty,37.1,17.91,19.19
7640,2025-07-10,56,1,Beauty,20.65,10.69,9.96
7641,2025-07-10,107,1,Beauty,48.76,23.6,25.16
7642,2025-07-10,101,1,Apparel,89.99,47.95,42.04
7643,2025-07-10,14,1,Beauty,46.66,23.31,23.35
7644,2025-07-10,130,1,Home & Kitchen,132.68,70.56,62.12
7645,2025-07-10,139,1,Home & Kitchen,13.27,7.12,6.15
7646,2025-07-10,112,1,Home & Kitchen,93.41,42.45,50.96
7647,2025-07-10,131,1,Sports,180.56,90.59,89.97
7648,2025-07-10,66,1,Sports,37.59,23.93,13.66
7649,2025-07-10,3,3,Home & Kitchen,156.96,88.83,68.13
7650,2025-07-10,44,1,Home & Kitchen,102.5,49.84,52.66
7651,2025-07-10,75,1,Electronics,687.32,431.97,255.35
7652,2025-07-10,76,1,Home & Kitchen,148.51,63.9,84.61
7653,2025-07-10,88,1,Apparel,54.57,26.74,27.83
7654,2025-07-10,6,1,Sports,104.23,64.2,40.03
7655,2025-07-10,50,1,Beauty,32.59,13.33,19.26
7656,2025-07-10,38,1,Electronics,443.58,179.43,264.15
7657,2025-07-10,1,1,Home & Kitchen,121.9,69.48,52.42
7658,2025-07-10,44,1,Home & Kitchen,102.5,49.84,52.66
7659,2025-07-10,112,1,Home & Kitchen,93.41,42.45,50.96
7660,2025-07-10,136,2,Sports,33.18,20.58,12.6
7661,2025-07-10,116,2,Electronics,216.74,111.0,105.74
7662,2025-07-10,1,2,Home & Kitchen,243.8,138.96,104.84
7663,2025-07-10,83,3,Apparel,90.36,54.03,36.33
7664,2025-07-10,126,2,Home & Kitchen,216.9,111.42,105.48
